0.000000,0.000000
66.000000,0.000000
132.000000,0.000000
199.000000,0.000000
228.000000,0.000000
228.000000,0.000000
228.000000,0.000000
228.000000,0.000000
228.000000,0.000000
225.582809,64.955040
222.501007,130.883057
222.568420,131.880783
234.918152,195.696793
241.296661,227.054642
241.296661,227.054642
241.296661,227.054642
241.296661,227.054642
241.296661,227.054642
175.435516,222.775726
174.436310,222.815506
108.329597,233.719711
41.344543,245.424530
40.344692,245.407227
12.945890,239.636124
12.945890,239.636124
12.945890,239.636124
12.945890,239.636124
5.880912,174.015350
-1.398156,106.406067
-8.570179,39.791039
-8.570179,39.791039
-0.499984,12.979251
