0.000000,0.000000
29.000000,0.000000
57.000000,0.000000
86.000000,0.000000
116.000000,0.000000
144.000000,0.000000
173.000000,0.000000
202.000000,0.000000
231.000000,0.000000
251.000000,0.000000
264.540558,3.557145
274.584534,13.310017
278.683594,27.739079
278.974152,55.737572
279.275085,84.736008
278.784607,111.731552
277.430481,140.699921
274.490631,166.533173
268.902832,192.948639
261.656006,216.875259
250.752472,237.126495
236.894379,250.124695
222.592087,254.646225
194.604919,255.493652
166.610947,256.074768
136.617401,256.697388
108.623428,257.278503
79.625259,257.604462
51.625301,257.652802
26.713253,255.557602
4.514239,249.540634
-11.776219,239.762039
-19.594372,228.148407
-22.880993,209.434830
-22.956076,180.434921
-22.755234,151.435623
-22.554392,122.436317
-22.360476,94.436989
-22.152708,64.437706
-20.161951,40.520412
-14.341802,15.180209
