0.000000,0.000000
7.000000,0.000000
17.000000,0.000000
26.000000,0.000000
35.000000,0.000000
44.000000,0.000000
53.000000,0.000000
62.000000,0.000000
70.999596,0.085631
71.996696,0.161676
71.996696,0.161676
79.305809,3.413887
87.453537,9.211686
93.285530,16.066456
97.565804,23.983480
101.231636,32.203072
104.819099,40.457169
108.406563,48.711266
111.994026,56.965363
115.502792,65.253220
119.313622,74.498627
123.124451,83.744034
126.554199,92.064903
129.983948,100.385773
133.413696,108.706642
136.843445,117.027512
140.273193,125.348381
143.702942,133.669250
147.513779,142.914658
151.022537,151.202515
152.322174,153.906387
152.322174,153.906387
156.858170,159.237869
163.827591,164.932358
172.015152,168.669159
180.836090,170.455505
189.777496,171.480865
199.712387,172.620163
209.647278,173.759460
219.582169,174.898758
228.523575,175.924118
238.458466,177.063416
247.399872,178.088776
256.341278,179.114136
265.282684,180.139496
275.217560,181.278793
284.158966,182.304153
293.100372,183.329514
302.041779,184.354874
311.976654,185.494171
313.963623,185.722031
313.963623,185.722031
313.963623,185.722031
313.963623,185.722031
313.963623,185.722031
313.963623,185.722031
313.963623,185.722031
313.963623,185.722031
313.963623,185.722031
313.963623,185.722031
313.963623,185.722031
313.963623,185.722031
321.911530,186.633469
323.900574,186.842407
323.900574,186.842407
323.900574,186.842407
323.900574,186.842407
323.900574,186.842407
330.786499,185.583832
340.433716,182.951111
348.473175,178.905472
355.647430,171.939133
361.138214,163.581436
365.568359,155.747284
369.923767,147.871338
374.763092,139.120285
379.118500,131.244339
383.473907,123.368401
387.829315,115.492462
392.184723,107.616524
396.540131,99.740585
401.379456,90.989540
405.734863,83.113602
410.090271,75.237663
414.370544,67.320641
418.873413,58.391796
422.859467,49.220577
425.564972,40.636860
426.937469,31.742130
427.116486,22.743910
426.649536,12.754818
426.058289,3.774259
425.467041,-5.206300
424.810120,-15.184698
424.218872,-24.165257
423.561951,-34.143654
422.970703,-43.124214
422.379456,-52.104774
421.722534,-62.083172
421.065613,-72.061569
420.474365,-81.042130
419.883118,-90.022690
419.291870,-99.003250
418.700623,-107.983810
418.634918,-108.981651
